SDUCK LEVEL 1 POSITION LOG
2.86     3.42, 2.72
2.9     3.33, 2.59
2.93     3.23, 2.45
2.96     3.13, 2.32
3     3.03, 2.18
3.03     2.93, 2.05
3.06     2.83, 1.91
3.1     2.73, 1.78
3.13     2.63, 1.65
3.16     2.53, 1.51
3.2     2.43, 1.38
3.23     2.34, 1.24
3.26     2.24, 1.11
3.3     2.14, 0.98
3.33     2.04, 0.84
3.36     1.94, 0.71
3.4     1.84, 0.57
3.43     1.74, 0.44
3.46     1.64, 0.31
3.5     1.54, 0.17
3.53     1.44, 0.04
3.56     1.35, -0.1
3.6     1.25, -0.23
3.63     1.15, -0.37
3.66     1.05, -0.5
3.7     0.95, -0.63
3.73     0.85, -0.77
3.76     0.75, -0.9
3.8     0.65, -1.04
3.83     0.55, -1.17
3.86     0.46, -1.3
3.9     0.36, -1.42
3.93     0.32, -1.48
3.96     0.22, -1.61
4     0.12, -1.75
4.03     0.03, -1.88
4.06     -0.07, -2.02
4.1     -0.17, -2.15
4.13     -0.27, -2.29
4.16     -0.37, -2.42
4.2     -0.47, -2.55
4.23     -0.57, -2.69
4.26     -0.67, -2.82
4.3     -0.77, -2.96
4.33     -0.86, -3.09
4.36     -0.96, -3.22
4.4     -1.06, -3.36
4.43     -1.16, -3.49
4.46     -1.26, -3.63
4.5     -1.36, -3.76
4.53     -1.46, -3.89
4.56     -1.56, -4.03
4.6     -1.65, -4.17
4.63     -1.74, -4.31
4.66     -1.83, -4.45
4.7     -1.9, -4.6
4.73     -1.97, -4.75
4.76     -2.03, -4.91
4.8     -2.07, -5.07
4.83     -2.1, -5.23
4.86     -2.11, -5.4
4.9     -2.11, -5.57
4.93     -2.11, -5.73
4.96     -2.11, -5.9
5     -2.12, -6.07
5.03     -2.13, -6.23
5.06     -2.15, -6.4
5.1     -2.18, -6.56
5.13     -2.22, -6.72
5.16     -2.27, -6.88
5.2     -2.33, -7.04
5.23     -2.41, -7.19
5.26     -2.5, -7.32
5.3     -2.6, -7.45
5.33     -2.72, -7.57
5.36     -2.85, -7.67
5.4     -2.99, -7.76
5.43     -3.14, -7.84
5.46     -3.3, -7.9
5.5     -3.46, -7.94
5.53     -3.62, -7.96
5.56     -3.79, -7.97
5.6     -3.96, -7.96
5.63     -4.12, -7.93
5.66     -4.28, -7.89
5.7     -4.44, -7.83
5.73     -4.59, -7.75
5.76     -4.72, -7.66
5.8     -4.85, -7.55
5.83     -4.97, -7.43
5.86     -5.07, -7.3
5.9     -5.16, -7.16
5.93     -5.24, -7.01
5.96     -5.3, -6.86
6     -5.34, -6.7
6.03     -5.36, -6.53
6.06     -5.37, -6.37
6.1     -5.36, -6.2
6.13     -5.33, -6.04
6.16     -5.29, -5.87
6.2     -5.23, -5.72
6.23     -5.16, -5.57
6.26     -5.07, -5.42
6.3     -4.98, -5.28
6.33     -4.88, -5.15
6.36     -4.78, -5.02
6.4     -4.67, -4.89
6.43     -4.56, -4.77
6.46     -4.45, -4.65
6.5     -4.34, -4.52
6.53     -4.22, -4.4
6.56     -4.11, -4.28
6.6     -4, -4.15
6.63     -3.89, -4.03
6.66     -3.77, -3.91
6.7     -3.66, -3.78
6.73     -3.55, -3.66
6.76     -3.44, -3.54
6.8     -3.32, -3.41
6.83     -3.21, -3.29
6.86     -3.1, -3.17
6.9     -2.99, -3.05
6.93     -2.87, -2.92
6.96     -2.76, -2.8
7     -2.65, -2.68
7.03     -2.54, -2.55
7.06     -2.43, -2.43
7.1     -2.31, -2.31
7.13     -2.2, -2.18
7.16     -2.09, -2.06
7.2     -1.98, -1.94
7.23     -1.86, -1.81
7.26     -1.75, -1.69
7.3     -1.64, -1.57
7.33     -1.53, -1.44
7.36     -1.41, -1.32
7.4     -1.3, -1.2
7.43     -1.19, -1.07
7.46     -1.08, -0.95
7.5     -0.97, -0.82
7.53     -0.87, -0.69
7.56     -0.77, -0.56
7.6     -0.68, -0.42
7.63     -0.59, -0.28
7.66     -0.52, -0.13
7.7     -0.46, 0.03
7.73     -0.4, 0.19
7.76     -0.36, 0.35
7.8     -0.31, 0.51
7.83     -0.28, 0.67
7.86     -0.24, 0.83
7.9     -0.2, 0.99
7.93     -0.16, 1.16
7.96     -0.13, 1.32
8     -0.09, 1.48
8.03     -0.05, 1.64
8.06     -0.01, 1.81
8.1     0.02, 1.97
8.13     0.06, 2.13
8.16     0.1, 2.29
8.2     0.14, 2.46
8.23     0.17, 2.59
8.26     0.21, 2.76
8.3     0.25, 2.92
8.33     0.29, 3.08
8.36     0.34, 3.24
8.4     0.39, 3.4
8.43     0.45, 3.55
8.46     0.52, 3.7
8.5     0.61, 3.85
8.53     0.7, 3.98
8.56     0.81, 4.11
8.6     0.93, 4.23
8.63     1.06, 4.33
8.66     1.2, 4.42
8.7     1.35, 4.49
8.73     1.51, 4.55
8.76     1.67, 4.59
8.8     1.83, 4.61
8.83     2, 4.62
8.86     2.17, 4.61
8.9     2.33, 4.58
8.93     2.49, 4.53
8.96     2.65, 4.47
9     2.79, 4.39
9.03     2.93, 4.3
9.06     3.06, 4.19
9.1     3.18, 4.07
9.13     3.28, 3.94
9.16     3.37, 3.8
9.2     3.45, 3.66
9.23     3.53, 3.51
9.26     3.59, 3.35
9.3     3.65, 3.2
9.33     3.71, 3.04
9.36     3.76, 2.88
9.4     3.8, 2.72
9.43     3.85, 2.56
9.46     3.9, 2.4
9.5     3.95, 2.24
9.53     4, 2.08
9.56     4.05, 1.92
9.6     4.09, 1.76
9.63     4.13, 1.6
9.66     4.16, 1.44
9.7     4.18, 1.27
9.73     4.2, 1.11
9.76     4.2, 0.94
9.8     4.19, 0.77
9.83     4.16, 0.61
9.86     4.11, 0.45
9.9     4.05, 0.29
9.93     3.98, 0.15
9.96     3.89, 0
10     3.8, -0.14
10.03     3.7, -0.27
10.06     3.59, -0.4
10.1     3.48, -0.52
10.13     3.37, -0.65
10.16     3.26, -0.77
10.2     3.14, -0.89
10.23     3.03, -1.01
10.26     2.92, -1.14
10.3     2.8, -1.26
10.33     2.69, -1.38
10.36     2.58, -1.5
10.4     2.46, -1.62
10.43     2.35, -1.74
10.46     2.23, -1.87
10.5     2.12, -1.99
10.53     2.01, -2.11
10.56     1.89, -2.23
10.6     1.78, -2.35
10.63     1.67, -2.48
10.66     1.55, -2.6
10.7     1.44, -2.72
10.73     1.34, -2.85
10.76     1.24, -2.99
10.8     1.15, -3.12
10.83     1.06, -3.27
10.86     0.99, -3.42
10.9     0.92, -3.57
10.93     0.87, -3.73
10.96     0.82, -3.89
11     0.77, -4.05
11.03     0.73, -4.21
11.06     0.69, -4.37
11.1     0.65, -4.53
11.13     0.62, -4.7
11.16     0.58, -4.86
11.2     0.54, -5.02
11.23     0.5, -5.18
11.26     0.46, -5.34
11.3     0.42, -5.51
11.33     0.39, -5.67
11.36     0.36, -5.83
11.4     0.34, -6
11.43     0.32, -6.17
11.46     0.32, -6.33
11.5     0.33, -6.5
11.53     0.34, -6.66
11.56     0.26, -6.82
11.6     0.28, -6.99
11.63     0.31, -7.15
11.66     0.33, -7.32
11.7     0.35, -7.48
11.73     0.38, -7.65
11.76     0.4, -7.81
11.8     0.42, -7.97
11.83     0.45, -8.14
11.86     0.49, -8.3
11.9     0.53, -8.46
11.93     0.58, -8.62
11.96     0.63, -8.78
12     0.7, -8.93
12.03     0.79, -9.08
12.06     0.88, -9.21
12.1     0.99, -9.34
12.13     1.11, -9.45
12.16     1.25, -9.55
12.2     1.39, -9.64
12.23     1.54, -9.71
12.26     1.7, -9.76
12.3     1.86, -9.8
12.33     2.03, -9.82
12.36     2.19, -9.82
12.4     2.36, -9.81
12.43     2.52, -9.78
12.46     2.68, -9.73
12.5     2.84, -9.66
12.53     2.98, -9.58
12.56     3.12, -9.48
12.6     3.24, -9.38
12.63     3.36, -9.25
12.66     3.46, -9.12
12.7     3.54, -8.98
12.73     3.61, -8.83
12.76     3.67, -8.67
12.8     3.71, -8.51
12.83     3.73, -8.34
12.86     3.73, -8.17
12.9     3.72, -8.01
12.93     3.69, -7.84
12.96     3.65, -7.68
13     3.6, -7.52
13.03     3.54, -7.37
13.06     3.48, -7.21
13.1     3.41, -7.06
13.13     3.34, -6.91
13.16     3.27, -6.76
13.2     3.19, -6.61
13.23     3.12, -6.46
13.26     3.05, -6.31
13.3     2.97, -6.16
13.33     2.9, -6.01
13.36     2.83, -5.86
13.4     2.76, -5.71
13.43     2.68, -5.56
13.46     2.61, -5.41
13.5     2.54, -5.26
13.53     2.46, -5.11
13.56     2.39, -4.96
13.6     2.32, -4.81
13.63     2.24, -4.66
13.66     2.18, -4.51
13.7     2.11, -4.36
13.73     2.06, -4.2
13.76     2.01, -4.04
13.8     1.97, -3.88
13.83     1.94, -3.71
13.86     1.93, -3.55
13.9     1.93, -3.38
13.93     1.95, -3.21
13.96     1.99, -3.05
14     2.04, -2.89
14.03     2.11, -2.74
14.06     2.18, -2.59
14.1     2.27, -2.45
14.13     2.36, -2.31
14.16     2.46, -2.18
14.2     2.57, -2.05
14.23     2.67, -1.92
14.26     2.78, -1.79
14.3     2.88, -1.66
14.33     2.99, -1.53
14.36     3.1, -1.41
14.4     3.21, -1.28
14.43     3.31, -1.15
14.46     3.42, -1.02
14.5     3.53, -0.9
14.53     3.63, -0.77
14.56     3.74, -0.64
14.6     3.85, -0.51
14.63     3.95, -0.38
14.66     4.05, -0.25
14.7     4.14, -0.11
14.73     4.23, 0.03
14.76     4.3, 0.18
14.8     4.37, 0.34
14.83     4.42, 0.49
14.86     4.46, 0.66
14.9     4.48, 0.82
14.93     4.5, 0.99
14.96     4.5, 1.15
15     4.49, 1.32
15.03     4.47, 1.49
15.06     4.46, 1.65
15.1     4.43, 1.82
15.13     4.41, 1.98
15.16     4.38, 2.15
15.2     4.36, 2.31
15.23     4.33, 2.48
15.26     4.31, 2.64
15.3     4.28, 2.81
15.33     4.26, 2.97
15.36     4.23, 3.13
15.4     4.21, 3.3
15.43     4.18, 3.46
15.46     4.16, 3.63
15.5     4.13, 3.79
15.53     4.11, 3.96
15.56     4.09, 4.19
15.6     4.06, 4.35
15.63     4.04, 4.52
15.66     4.01, 4.68
15.7     3.99, 4.84
15.73     3.96, 5.01
15.76     3.94, 5.17
15.8     3.91, 5.34
15.83     3.89, 5.5
15.86     3.86, 5.67
15.9     3.84, 5.83
15.93     3.81, 6
15.96     3.79, 6.16
16     3.76, 6.33
16.03     3.74, 6.49
16.06     3.71, 6.66
16.1     3.68, 6.82
16.13     3.65, 6.99
16.16     3.62, 7.15
16.2     3.58, 7.31
16.23     3.53, 7.47
16.26     3.47, 7.62
16.3     3.4, 7.77
16.33     3.31, 7.92
16.36     3.21, 8.05
16.4     3.1, 8.18
16.43     2.98, 8.29
16.46     2.85, 8.39
16.5     2.7, 8.47
16.53     2.55, 8.54
16.56     2.39, 8.6
16.6     2.23, 8.63
16.63     2.06, 8.65
16.66     1.9, 8.65
16.7     1.73, 8.63
16.73     1.57, 8.6
16.76     1.41, 8.55
16.8     1.26, 8.48
16.83     1.11, 8.4
16.86     0.98, 8.3
16.9     0.85, 8.19
16.93     0.74, 8.07
16.96     0.64, 7.94
17     0.56, 7.79
17.03     0.49, 7.64
17.06     0.43, 7.48
17.1     0.4, 7.32
17.13     0.38, 7.15
17.16     0.37, 6.99
17.2     0.38, 6.82
17.23     0.39, 6.66
17.26     0.42, 6.49
17.3     0.45, 6.33
17.33     0.49, 6.16
17.36     0.53, 6
17.4     0.57, 5.84
17.43     0.61, 5.68
17.46     0.65, 5.52
17.5     0.7, 5.36
17.53     0.74, 5.2
17.56     0.78, 5.03
17.59     0.82, 4.87
17.63     0.86, 4.71
17.66     0.91, 4.55
17.7     0.95, 4.39
17.73     0.99, 4.23
17.76     1.03, 4.07
17.8     1.07, 3.91
17.83     1.12, 3.74
17.86     1.16, 3.58
17.9     1.19, 3.42
17.93     1.23, 3.26
17.96     1.25, 3.09
18     1.27, 2.93
18.03     1.27, 2.76
18.06     1.27, 2.59
18.1     1.25, 2.43
18.13     1.21, 2.27
18.16     1.16, 2.11
18.2     1.09, 1.96
18.23     1.01, 1.81
18.26     0.91, 1.68
18.3     0.8, 1.55
18.33     0.68, 1.44
18.36     0.55, 1.33
18.4     0.41, 1.24
18.43     0.27, 1.15
18.46     0.13, 1.06
18.5     -0.02, 0.98
18.53     -0.17, 0.91
18.56     -0.32, 0.83
18.6     -0.47, 0.76
18.63     -0.62, 0.68
18.66     -0.76, 0.61
18.7     -0.91, 0.53
18.73     -1.06, 0.46
18.76     -1.21, 0.38
18.8     -1.36, 0.31
18.83     -1.51, 0.23
18.86     -1.66, 0.16
18.9     -1.81, 0.08
18.93     -1.96, 0.01
18.96     -2.11, -0.07
19     -2.25, -0.14
19.03     -2.4, -0.21
19.06     -2.55, -0.29
19.1     -2.7, -0.36
19.13     -2.85, -0.44
19.16     -3, -0.52
19.2     -3.14, -0.6
19.23     -3.28, -0.69
19.26     -3.42, -0.79
19.3     -3.54, -0.9
19.33     -3.67, -1.01
19.36     -3.78, -1.13
19.4     -3.88, -1.27
19.43     -3.96, -1.41
19.46     -4.03, -1.56
19.5     -4.08, -1.72
19.53     -4.12, -1.89
19.56     -4.14, -2.05
19.6     -4.14, -2.22
19.63     -4.12, -2.38
19.66     -4.09, -2.55
19.7     -4.04, -2.71
19.73     -3.97, -2.86
19.76     -3.89, -3
19.8     -3.79, -3.14
19.83     -3.68, -3.26
19.86     -3.56, -3.38
19.9     -3.42, -3.47
19.93     -3.28, -3.56
19.96     -3.13, -3.63
20     -2.97, -3.68
20.03     -2.81, -3.72
20.06     -2.64, -3.75
20.1     -2.48, -3.77
20.13     -2.31, -3.78
20.16     -2.14, -3.78
20.2     -1.98, -3.78
20.23     -1.81, -3.77
20.26     -1.64, -3.77
20.3     -1.48, -3.76
20.33     -1.31, -3.75
20.36     -1.14, -3.74
20.4     -0.98, -3.74
20.43     -0.81, -3.73
20.46     -0.64, -3.74
20.5     -0.48, -3.75
20.53     -0.31, -3.77
20.56     -0.15, -3.79
20.6     0.01, -3.83
20.63     0.17, -3.89
20.66     0.32, -3.96
20.7     0.47, -4.04
20.73     0.6, -4.14
20.76     0.72, -4.25
20.8     0.83, -4.38
20.83     0.93, -4.51
20.86     1.01, -4.66
20.9     1.08, -4.81
20.93     1.13, -4.97
20.96     1.17, -5.13
21     1.19, -5.3
21.03     1.2, -5.46
21.06     1.2, -5.63
21.1     1.19, -5.8
21.13     1.17, -5.96
21.16     1.15, -6.13
21.2     1.12, -6.29
21.23     1.1, -6.46
21.26     1.07, -6.62
21.3     1.04, -6.79
21.33     1.02, -6.95
21.36     0.99, -7.11
21.4     0.96, -7.28
21.43     0.94, -7.44
21.46     0.91, -7.61
21.5     0.88, -7.77
21.53     0.85, -7.94
21.56     0.83, -8.1
21.6     0.8, -8.27
21.63     0.77, -8.43
21.66     0.73, -8.59
21.7     0.69, -8.75
21.73     0.63, -8.91
21.76     0.57, -9.06
21.8     0.5, -9.21
21.83     0.41, -9.36
21.86     0.31, -9.49
21.9     0.2, -9.61
21.93     0.08, -9.73
21.96     -0.06, -9.82
22     -0.2, -9.91
22.03     -0.36, -9.97
22.06     -0.52, -10.02
22.1     -0.68, -10.06
22.13     -0.84, -10.07
22.16     -1.01, -10.07
22.2     -1.18, -10.05
22.23     -1.34, -10.02
22.26     -1.5, -9.97
22.3     -1.65, -9.9
22.33     -1.79, -9.81
22.36     -1.93, -9.71
22.4     -2.05, -9.6
22.43     -2.16, -9.48
22.46     -2.26, -9.34
22.5     -2.35, -9.2
22.53     -2.42, -9.05
22.56     -2.49, -8.9
22.6     -2.55, -8.74
22.63     -2.6, -8.59
22.66     -2.65, -8.43
22.7     -2.69, -8.27
22.73     -2.74, -8.1
22.76     -2.78, -7.94
22.8     -2.82, -7.78
22.83     -2.86, -7.62
22.86     -2.9, -7.46
22.9     -2.95, -7.3
22.93     -2.99, -7.14
22.96     -3.03, -6.98
23     -3.07, -6.81
23.03     -3.12, -6.65
23.06     -3.16, -6.49
23.1     -3.2, -6.33
23.13     -3.25, -6.17
23.16     -3.3, -6.01
23.2     -3.36, -5.86
23.23     -3.43, -5.7
23.26     -3.5, -5.56
23.3     -3.59, -5.41
23.33     -3.68, -5.27
23.36     -3.77, -5.14
23.4     -3.87, -5
23.43     -3.97, -4.87
23.46     -4.07, -4.73
23.5     -4.17, -4.6
23.53     -4.26, -4.46
23.56     -4.36, -4.33
23.6     -4.46, -4.19
23.63     -4.56, -4.06
23.66     -4.66, -3.93
23.7     -4.76, -3.79
23.73     -4.75, -3.81
23.76     -4.75, -3.81
23.8     -4.75, -3.81
23.83     -4.75, -3.81
23.86     -4.75, -3.81
23.9     -4.75, -3.81
23.93     -4.75, -3.81
23.96     -4.75, -3.81
24     -4.75, -3.81
24.03     -4.75, -3.81
24.06     -4.75, -3.81
24.1     -4.75, -3.81
24.13     -4.75, -3.81
24.16     -4.75, -3.81
24.2     -4.75, -3.81
24.23     -4.75, -3.81
24.26     -4.75, -3.81
24.3     -4.75, -3.81
24.33     -4.75, -3.81
24.36     -4.75, -3.81
24.4     -4.75, -3.81
24.43     -4.75, -3.81
24.46     -4.75, -3.81
24.5     -4.75, -3.81
24.53     -4.75, -3.81
24.56     -4.75, -3.81
24.6     -4.75, -3.81
24.63     -4.75, -3.81
24.66     -4.75, -3.81
24.7     -4.75, -3.81
24.73     -4.75, -3.81
24.76     -4.75, -3.81
24.8     -4.75, -3.81
24.83     -4.75, -3.81
24.86     -4.75, -3.81
24.9     -4.75, -3.81
24.93     -4.75, -3.81
24.96     -4.75, -3.81
25     -4.75, -3.81
25.03     -4.75, -3.81
25.06     -4.75, -3.81
25.1     -4.75, -3.81
25.13     -4.75, -3.81
25.16     -4.75, -3.81
25.2     -4.75, -3.81
25.23     -4.75, -3.81
25.26     -4.75, -3.81
25.3     -4.75, -3.81
25.33     -4.75, -3.81
25.36     -4.75, -3.81
25.39     -4.75, -3.81
25.43     -4.75, -3.81
25.46     -4.75, -3.81
25.5     -4.75, -3.81
25.53     -4.75, -3.81
25.56     -4.75, -3.81
25.6     -4.75, -3.81
25.63     -4.75, -3.81
25.66     -4.75, -3.81
25.7     -4.75, -3.81
25.73     -4.75, -3.81
25.76     -4.75, -3.81
25.8     -4.75, -3.81
25.83     -4.75, -3.81
25.86     -4.75, -3.81
25.9     -4.75, -3.81
25.93     -4.75, -3.81
25.96     -4.75, -3.81
26     -4.75, -3.81
26.03     -4.75, -3.81
26.06     -4.75, -3.81
26.1     -4.75, -3.81
26.13     -4.75, -3.81
26.16     -4.75, -3.81
26.2     -4.75, -3.81
26.23     -4.75, -3.81
26.26     -4.75, -3.81
26.3     -4.75, -3.81
26.33     -4.75, -3.81
26.36     -4.75, -3.81
26.4     -4.75, -3.81
26.43     -4.75, -3.81
26.46     -4.75, -3.81
26.5     -4.75, -3.81
26.53     -4.75, -3.81
26.56     -4.75, -3.81
26.6     -4.75, -3.81
26.63     -4.75, -3.81
26.66     -4.75, -3.81
26.7     -4.75, -3.81
26.73     -4.75, -3.81
26.76     -4.75, -3.81
0     0, 0.08
0     0, 0.17
0.02     0, 0.25
0.04     0, 0.34
0.05     0, 0.42
0.07     0, 0.5
0.1     0, 0.6
0.13     0, 0.72
0.16     0, 0.85
0.2     0, 0.99
0.23     0, 1.14
0.26     0, 1.29
0.3     0, 1.45
0.33     0, 1.6
0.36     0, 1.76
0.4     0, 1.92
0.43     0, 2.09
0.46     0, 2.25
0.5     0, 2.41
0.53     0, 2.58
0.56     0, 2.74
0.6     0, 2.91
0.63     0, 3.07
0.66     0, 3.24
0.68     0, 3.39
0.71     0, 3.55
0.75     0, 3.7
0.78     -0.01, 3.86
0.81     -0.02, 4.02
0.85     -0.04, 4.17
0.88     -0.07, 4.33
0.91     -0.11, 4.49
0.95     -0.17, 4.65
0.98     -0.23, 4.8
1.01     -0.32, 4.94
1.05     -0.41, 5.07
1.08     -0.52, 5.19
1.11     -0.65, 5.31
1.15     -0.78, 5.4
1.18     -0.92, 5.49
1.21     -1.07, 5.56
1.25     -1.23, 5.61
1.28     -1.39, 5.64
1.31     -1.56, 5.66
1.35     -1.73, 5.66
1.38     -1.89, 5.65
1.41     -2.06, 5.63
1.45     -2.22, 5.59
1.48     -2.38, 5.55
1.51     -2.54, 5.5
1.55     -2.7, 5.45
1.58     -2.85, 5.39
1.61     -3.01, 5.33
1.65     -3.17, 5.27
1.68     -3.32, 5.21
1.71     -3.48, 5.15
1.75     -3.63, 5.09
1.78     -3.79, 5.03
1.81     -3.95, 4.98
1.85     -4.1, 4.92
1.88     -4.26, 4.86
1.91     -4.41, 4.8
1.95     -4.57, 4.74
1.98     -4.72, 4.68
2.01     -4.88, 4.62
2.05     -5.04, 4.57
2.08     -5.2, 4.52
2.11     -5.36, 4.48
2.15     -5.52, 4.44
2.18     -5.69, 4.42
2.21     -5.85, 4.41
2.25     -6.02, 4.41
2.28     -6.19, 4.43
2.31     -6.35, 4.46
2.35     -6.51, 4.51
2.38     -6.66, 4.58
2.41     -6.8, 4.67
2.45     -6.94, 4.76
2.48     -7.06, 4.88
2.51     -7.17, 5
2.55     -7.27, 5.14
2.58     -7.35, 5.28
2.61     -7.42, 5.43
2.65     -7.47, 5.59
2.68     -7.5, 5.76
2.71     -7.52, 5.92
2.75     -7.52, 6.09
2.78     -7.5, 6.25
2.81     -7.47, 6.42
2.85     -7.41, 6.57
2.88     -7.35, 6.73
2.91     -7.27, 6.87
2.95     -7.18, 7.01
2.98     -7.08, 7.15
3.01     -6.98, 7.28
3.05     -6.86, 7.4
3.08     -6.75, 7.52
3.11     -6.63, 7.64
3.15     -6.51, 7.76
3.18     -6.4, 7.88
3.21     -6.28, 7.99
3.25     -6.16, 8.11
3.28     -6.04, 8.23
3.31     -5.92, 8.35
3.35     -5.81, 8.46
3.38     -5.69, 8.58
3.41     -5.57, 8.7
3.45     -5.45, 8.81
3.48     -5.32, 8.92
3.51     -5.19, 9.03
3.55     -5.06, 9.12
3.58     -4.91, 9.21
3.61     -4.77, 9.29
3.65     -4.61, 9.36
3.68     -4.46, 9.41
3.71     -4.29, 9.44
3.75     -4.13, 9.46
3.78     -3.96, 9.46
3.81     -3.79, 9.44
3.85     -3.63, 9.4
3.88     -3.47, 9.35
3.91     -3.32, 9.28
3.95     -3.18, 9.2
3.98     -3.04, 9.11
4.01     -2.91, 9
4.05     -2.78, 8.89
4.08     -2.67, 8.77
4.11     -2.55, 8.65
4.15     -2.45, 8.52
4.18     -2.34, 8.39
4.21     -2.24, 8.26
4.25     -2.14, 8.13
4.28     -2.05, 7.98
4.31     -1.97, 7.84
4.35     -1.91, 7.69
4.38     -1.85, 7.53
4.41     -1.81, 7.37
4.45     -1.78, 7.2
4.48     -1.78, 7.04
4.51     -1.79, 6.87
4.55     -1.82, 6.71
4.58     -1.86, 6.55
4.61     -1.93, 6.39
4.65     -2, 6.24
4.68     -2.1, 6.11
4.71     -2.2, 5.98
4.75     -2.32, 5.86
4.78     -2.45, 5.76
4.81     -2.59, 5.67
4.85     -2.74, 5.6
4.88     -2.9, 5.54
4.91     -3.06, 5.5
4.95     -3.23, 5.47
4.98     -3.39, 5.47
5.01     -3.56, 5.48
5.05     -3.72, 5.5
5.08     -3.89, 5.53
5.11     -4.05, 5.58
5.15     -4.21, 5.63
5.18     -4.36, 5.69
5.21     -4.51, 5.76
5.25     -4.67, 5.83
5.28     -4.82, 5.9
5.31     -4.97, 5.97
5.35     -5.11, 6.05
5.38     -5.26, 6.13
5.41     -5.4, 6.22
5.45     -5.53, 6.32
5.48     -5.66, 6.43
5.51     -5.77, 6.55
5.55     -5.88, 6.68
5.58     -5.97, 6.82
5.61     -6.04, 6.97
5.65     -6.1, 7.13
5.68     -6.15, 7.29
5.71     -6.17, 7.45
5.75     -6.18, 7.62
5.78     -6.18, 7.79
5.81     -6.16, 7.95
5.85     -6.13, 8.12
5.88     -6.1, 8.28
5.91     -6.06, 8.44
5.95     -6.01, 8.6
5.98     -5.96, 8.76
6.01     -5.91, 8.92
6.05     -5.85, 9.07
6.08     -5.8, 9.23
6.11     -5.75, 9.39
6.15     -5.7, 9.55
6.18     -5.65, 9.71
6.21     -5.59, 9.87
6.25     -5.54, 10.02
6.28     -5.49, 10.18
6.31     -5.43, 10.34
6.35     -5.37, 10.49
6.38     -5.3, 10.65
6.41     -5.22, 10.79
6.45     -5.14, 10.94
6.48     -5.04, 11.07
6.51     -4.94, 11.2
6.55     -4.82, 11.32
6.58     -4.69, 11.42
6.61     -4.55, 11.51
6.65     -4.4, 11.59
6.68     -4.24, 11.65
6.71     -4.08, 11.7
6.75     -3.92, 11.73
6.78     -3.76, 11.74
6.81     -3.59, 11.74
6.85     -3.42, 11.72
6.88     -3.26, 11.69
6.91     -3.1, 11.63
6.95     -2.95, 11.57
6.98     -2.8, 11.49
7.01     -2.66, 11.41
7.05     -2.52, 11.31
7.08     -2.38, 11.21
7.11     -2.25, 11.11
7.15     -2.12, 11.01
7.18     -2, 10.9
7.21     -1.87, 10.79
7.25     -1.74, 10.69
7.28     -1.62, 10.57
7.31     -1.5, 10.46
7.35     -1.38, 10.34
7.38     -1.27, 10.22
7.41     -1.17, 10.08
7.45     -1.07, 9.95
7.48     -0.98, 9.8
7.51     -0.9, 9.66
7.55     -0.82, 9.52
7.58     -0.74, 9.37
7.61     -0.66, 9.22
7.65     -0.58, 9.08
7.68     -0.5, 8.93
7.71     -0.43, 8.78
7.75     -0.36, 8.63
7.78     -0.29, 8.48
7.81     -0.24, 8.32
7.85     -0.19, 8.16
7.88     -0.16, 8
